Date,AGG,BIL,EEM,GLD,QQQ,SPY,TLT
2010-02-28,0.0019845964445939224,-0.0002177836335083283,0.0177640553873617,0.03274821867388655,0.04603888902884368,0.031195102591933477,-0.003424199286786611
2010-03-31,-6.687542561023552e-05,0.0,0.08110832577368132,-0.004386396377547008,0.07710906497619696,0.060879734274228436,-0.02057308183532147
2010-04-30,0.00973263953510628,-0.00043607509700449576,-0.0016616746608577593,0.058834362933984474,0.02242472290107944,0.01546980238952278,0.033218301492420554
2010-05-31,0.01082455354583578,0.00043626534145557727,-0.09393611030501114,0.030513146883171416,-0.07392315582175168,-0.07945436165425901,0.05108314252334134
2010-06-30,0.017686813679064883,0.0002178310735510003,-0.013986120451391582,0.023553189068376224,-0.05975689073673396,-0.05174126926471756,0.05797863283039284
2010-07-31,0.008546951617599774,-0.00043567048200887637,0.10932471288925694,-0.050871157346166984,0.07258220183175879,0.06830070723368387,-0.00946394197248046
2010-08-31,0.01286780690540601,0.0,-0.032367364397096865,0.05706125282865315,-0.05129869087250194,-0.044980410279152006,0.08390946593844562
2010-09-30,7.357174636291042e-05,0.0,0.11757346020521409,0.047755584400488216,0.13172773710847618,0.08955455954270741,-0.02520376777609301
2010-10-31,0.0015222906535221625,0.0002179818167435954,0.030154265987015982,0.03682269814892791,0.06337935705651843,0.03820197471964626,-0.044693030989144455
2010-11-30,-0.008348534186403911,0.0,-0.02905437485508,0.021112978094167678,-0.001724846291542792,0.0,-0.01689284030264626
2010-12-31,-0.006755187264973039,-0.0002179343110266796,0.07277800458456274,0.024368653791006833,0.047570867092195934,0.06685236531864591,-0.03699034218069497
2011-01-31,-0.0008501963504126131,0.0,-0.03841290085735316,-0.06379762129208244,0.028277901441227105,0.02330010514053238,-0.030811605234695838
2011-02-28,0.0029042406522028497,0.0,-0.0004370109518472276,0.05998312803425154,0.03160707008548602,0.034737239799892405,0.01650147966869242
2011-03-31,-0.002230411672498711,0.0,0.0628959095839301,0.01598138086384293,-0.00448295341269056,0.00012055421506018682,0.0002932759000831009
2011-04-30,0.015675547512085997,0.0,0.027326859803635806,0.08944654978008071,0.02873086896639543,0.028960769490404825,0.023391270758944316
2011-05-31,0.012397878052566647,0.0002179818167435954,-0.029400035446067063,-0.017916885312225905,-0.012186768785767743,-0.011214137720402473,0.03422950653228196
2011-06-30,-0.004452145834429433,0.0,-0.009354926940237651,-0.024325042799353547,-0.020254717776314157,-0.016869640338069147,-0.023232236587007016
2011-07-31,0.016867156331568767,0.0,-0.010294117484453302,0.08417803620638908,0.016651958773843623,-0.020004796255488344,0.044146401455456896
2011-08-31,0.015204537610146618,0.0,-0.09254917211906322,0.12274943937515781,-0.0506894541902434,-0.05497552803685957,0.09667437580405092
2011-09-30,0.007706205238926733,-0.0002179343110266796,-0.1789473437978325,-0.11062347246832638,-0.04490856436624169,-0.06942088132853552,0.13206184577880098
2011-10-31,0.0012636650466151256,-0.00043596363348741285,0.1626778208798112,0.0587118747477946,0.10401967287477598,0.10914713768258033,-0.03829239060640388
2011-11-30,-0.0033072770013691244,0.00021787028030373357,-0.0196032483098324,0.016672693952307194,-0.026919447617980263,-0.0040634228788275495,0.01989075733034995
2011-12-31,0.013566917551089741,-0.00017423760204438032,-0.04264783011745743,-0.10662433944055594,-0.006141865672232738,0.01044799213522607,0.03444846631032372
2012-01-31,0.007256915129851826,-0.00021868718683160093,0.10991037449626351,0.11395480912860867,0.08418391679187698,0.0463744997724167,-0.0032983644150473834
2012-02-29,-0.00013526201531877113,0.0002187350213780359,0.05271933406635698,-0.029649780549572347,0.06410063853049297,0.0434054090918472,-0.025970450806903522
2012-03-31,-0.0057298119014582705,-0.00021868718683160093,-0.03113028971432641,-0.013208340481005276,0.05053015956183149,0.03216417584728326,-0.04235983636523233
2012-04-30,0.009059424574850983,0.0002187350213780359,-0.016996392786398196,-0.0014803247076433657,-0.011694497364926004,-0.006675611365141387,0.04834271200419504
2012-05-31,0.010782614153269199,0.0,-0.1070584576711281,-0.06338034010471139,-0.0704019331572493,-0.060055700928987266,0.0902526330050053
